ID,TRL_TITL,TRIAL_ID,ENTRYNO,ENTRY,COUNTRY,LOCATION,DESCRIPTION,LONGITUDE,LATITUDE,AEZONE,YEAR,YLDUN,YLDIN,PL_STUN,PL_STIN,DY_SKUN,DY_SKIN,PL_HTUN,PL_HTIN,E_HTUN,E_HTIN,ASI_IN,ASI_UN,DY_TASSIN,DY_TASSUN,E_ASPIN,E_ASPUN,E_HARVIN,E_HARVUN,E_ROTIN,E_ROTUN,ELDIN,HUSKUN,HUSKIN,INSTINF,INSTUN,P_ASPIN,P_ASPUN,P_HARVIN,P_HARVUN,R_LIN,R_LUN,RLPER,RUSTIN,RUSTUN,S_LIN,S_LUN,SLPER,STR_CO1,STR_CO2,STR_CO3,STR_RAT1,STR_RAT2,STREAK,BLTIN_M,BLTUN_M,CURVIN,CURVUN,STR_CO3_IN,STR_CO3_UN,STR_RA1_IN,STR_RA1_UN,STR_RA2_IN,STR_RA2_UN,STR_CO1_IN,STR_CO1_UN,STR_CO2_IN,STR_CO2_UN,POLSHEDIN,POLSHEDUN,HMIN,HMUN
882,International Hybrid Maize Trial (Yellow),K922ME,5,8425-8,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.50,,,,,,,,,,,,,,,,,,,
883,International Hybrid Maize Trial (Yellow),K922ME,6,ACR 85 TZSR Y-1,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,,,,,,,,,,,,,,,,,,,
884,International Hybrid Maize Trial (Yellow),K922ME,7,CHECK 1,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,,,,,,,,,,,,,,,,,,,
885,International Hybrid Maize Trial (Yellow),K922ME,8,CHECK 2,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99,,,,,,,,,,,,,,,,,,,
886,Streak Resistance Sr Inbred Maize Trial,K924BG,1,TZMI 31,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,
887,Streak Resistance Sr Inbred Maize Trial,K924BG,2,POP 1,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.50,,,,,,,,,,,,,,,,,,,,
888,Streak Resistance Sr Inbred Maize Trial,K924BG,3,TZI 3,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,,,,,,,,,,,,,,,,,,,,
889,Streak Resistance Sr Inbred Maize Trial,K924BG,4,TZI 25,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,
890,Streak Resistance Sr Inbred Maize Trial,K924BG,5,TZMI 11,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,,,,,,,,,,,,,,,,,,,
891,Streak Resistance Sr Inbred Maize Trial,K924BG,6,TZI 15,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,,,,,
892,Streak Resistance Sr Inbred Maize Trial,K924BG,7,TZI 18,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50,,,,,,,,,,,,,,,,,,,,
893,Streak Resistance Sr Inbred Maize Trial,K924BG,8,KU1414,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,,,
894,Streak Resistance Sr Inbred Maize Trial,K924BG,9,458,NIGERIA,BAGAUDA,,8.22,12.00,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50,,,,,,,,,,,,,,,,,,,,
895,Drought Resistance Maize Trial,K926KA,1,DR-SR Y-1,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,,,,,,,,,,,,,,,,,,,,
896,Drought Resistance Maize Trial,K926KA,2,DR-SR Y-2A,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.50,,,,,,,,,,,,,,,,,,,,
897,Drought Resistance Maize Trial,K926KA,3,DR-SR Y-3,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,,,,,,,,,,,,,,,,,,,
898,Drought Resistance Maize Trial,K926KA,4,DR-SR W-2,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,,,,,,,,,,,,,,,,,,,,
899,Drought Resistance Maize Trial,K926KA,5,DR-SR W-3,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,
900,Drought Resistance Maize Trial,K926KA,6,TUXPENO SEQUIA,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,
901,Drought Resistance Maize Trial,K926KA,7,CHECK 1,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.50,,,,,,,,,,,,,,,,,,,,
902,Drought Resistance Maize Trial,K926KA,8,CHECK 2,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,,,,,,,,,,,,,,,,,,,,
903,Drought Resistance Maize Trial,K926ME,1,DR-SR Y-1,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,4.75,,,,,,,,,,,,,,,,,,,
904,Drought Resistance Maize Trial,K926ME,2,DR-SR Y-2A,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,5.49,,,,,,,,,,,,,,,,,,,
905,Drought Resistance Maize Trial,K926ME,3,DR-SR Y-3,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,4.75,,,,,,,,,,,,,,,,,,,
906,Drought Resistance Maize Trial,K926ME,4,DR-SR W-2,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,5.75,,,,,,,,,,,,,,,,,,,
907,Drought Resistance Maize Trial,K926ME,5,DR-SR W-3,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,4.82,,,,,,,,,,,,,,,,,,,
908,Drought Resistance Maize Trial,K926ME,6,TUXPENO SEQUIA,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,5.25,,,,,,,,,,,,,,,,,,,
909,Drought Resistance Maize Trial,K926ME,7,CHECK 1,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50,5.75,,,,,,,,,,,,,,,,,,,
910,Drought Resistance Maize Trial,K926ME,8,CHECK 2,NIGERIA,MINJIBIR,,8.62,12.20,Dry Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50,6.00,,,,,,,,,,,,,,,,,,,
911,International Mid-Alt Hybrid Maize Trial,KM924BB,1,8537-18,NIGERIA,IBADAN,B SEASON,3.93,7.38,Forest/Transitional,1992,,,,,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,International Mid-Alt Hybrid Maize Trial,KM924BB,2,8556-6,NIGERIA,IBADAN,B SEASON,3.93,7.38,Forest/Transitional,1992,,,,,,,,,,,,,,,,,,,,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,International Mid-Alt Hybrid Maize Trial,KM924BB,3,8916-3,NIGERIA,IBADAN,B SEASON,3.93,7.38,Forest/Transitional,1992,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,International Mid-Alt Hybrid Maize Trial,KM924BB,4,8916-4,NIGERIA,IBADAN,B SEASON,3.93,7.38,Forest/Transitional,1992,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,International Mid-Alt Hybrid Maize Trial,KM924BB,5,8916-5,NIGERIA,IBADAN,B SEASON,3.93,7.38,Forest/Transitional,1992,,,,,,,,,,,,,,,,,,,,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,International Mid-Alt Hybrid Maize Trial,KM924BB,6,8532-23,NIGERIA,IBADAN,B SEASON,3.93,7.38,Forest/Transitional,1992,,,,,,,,,,,,,,,,,,,,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,International Mid-Alt Hybrid Maize Trial,KM924BB,7,ACR 87 TZMSR W,NIGERIA,IBADAN,B SEASON,3.93,7.38,Forest/Transitional,1992,,,,,,,,,,,,,,,,,,,,,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,International Mid-Alt Hybrid Maize Trial,KM924BB,8,CHECK 1,NIGERIA,IBADAN,B SEASON,3.93,7.38,Forest/Transitional,1992,,,,,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,International Mid-Alt Hybrid Maize Trial,KM924BB,9,CHECK 2,NIGERIA,IBADAN,B SEASON,3.93,7.38,Forest/Transitional,1992,,,,,,,,,,,,,,,,,,,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,International Mid-Alt Hybrid Maize Trial,KM924IB,1,8537-18,NIGERIA,IBADAN,B SEASON,3.93,7.38,Forest/Transitional,1992,,,,,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,International Mid-Alt Hybrid Maize Trial,KM924IB,2,8556-6,NIGERIA,IBADAN,B SEASON,3.93,7.38,Forest/Transitional,1992,,,,,,,,,,,,,,,,,,,,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,International Mid-Alt Hybrid Maize Trial,KM924IB,3,8916-3,NIGERIA,IBADAN,B SEASON,3.93,7.38,Forest/Transitional,1992,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,International Mid-Alt Hybrid Maize Trial,KM924IB,4,8916-4,NIGERIA,IBADAN,B SEASON,3.93,7.38,Forest/Transitional,1992,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,International Mid-Alt Hybrid Maize Trial,KM924IB,5,8916-5,NIGERIA,IBADAN,B SEASON,3.93,7.38,Forest/Transitional,1992,,,,,,,,,,,,,,,,,,,,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,International Mid-Alt Hybrid Maize Trial,KM924IB,6,8532-23,NIGERIA,IBADAN,B SEASON,3.93,7.38,Forest/Transitional,1992,,,,,,,,,,,,,,,,,,,,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,International Mid-Alt Hybrid Maize Trial,KM924IB,7,ACR 87 TZMSR W,NIGERIA,IBADAN,B SEASON,3.93,7.38,Forest/Transitional,1992,,,,,,,,,,,,,,,,,,,,,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,International Mid-Alt Hybrid Maize Trial,KM924IB,8,CHECK 1,NIGERIA,IBADAN,B SEASON,3.93,7.38,Forest/Transitional,1992,,,,,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,International Mid-Alt Hybrid Maize Trial,KM924IB,9,CHECK 2,NIGERIA,IBADAN,B SEASON,3.93,7.38,Forest/Transitional,1992,,,,,,,,,,,,,,,,,,,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,International Mid-Alt Hybrid Maize Trial,KM924KA,1,8537-18,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,,,,,,,,,,,,,,,,,,,,
930,International Mid-Alt Hybrid Maize Trial,KM924KA,2,8556-6,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,
931,International Mid-Alt Hybrid Maize Trial,KM924KA,3,8916-3,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,
932,International Mid-Alt Hybrid Maize Trial,KM924KA,4,8916-4,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,
933,International Mid-Alt Hybrid Maize Trial,KM924KA,5,8916-5,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,,,,,
934,International Mid-Alt Hybrid Maize Trial,KM924KA,6,8532-23,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,
935,International Mid-Alt Hybrid Maize Trial,KM924KA,7,ACR 87 TZMSR W,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,
936,International Mid-Alt Hybrid Maize Trial,KM924KA,8,CHECK 1,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,,,,,,,,,,,,,,,,,,,,
937,International Mid-Alt Hybrid Maize Trial,KM924KA,9,CHECK 2,NIGERIA,KADUNA,,7.45,1.60,Moist Savanna,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,
938,Drought Tolerance Maize Trial,K936MO,1,DR-SR Y-1,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1993,,167,11.50,8.25,52.75,56.25,175.00,146.25,92.50,73.75,,,,,6.25,3.50,7.75,,3.75,3.25,,,,,,,,,,3.25,3.00,,,,2.75,2.75,,,48.75,,6.50,,,,,,,,,,,,,,,,,,,,
939,Drought Tolerance Maize Trial,K936MO,2,DR-SR Y-2A,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1993,,582,11.25,7.75,51.50,57.75,175.00,143.75,87.50,65.00,,,,,6.25,3.75,7.50,,4.00,2.50,,,,,,,,,,3.50,3.25,,,,3.00,3.00,,,34.00,,6.25,,,,,,,,,,,,,,,,,,,,
940,Drought Tolerance Maize Trial,K936MO,3,DR-SR Y-3,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1993,,676,11.00,7.50,54.00,56.25,197.50,15.00,11.25,72.50,,,,,5.25,3.25,7.70,,4.25,3.50,,,,,,,,,,3.50,3.25,,,,3.00,3.00,,,26.75,,4.50,,,,,,,,,,,,,,,,,,,,
941,Drought Tolerance Maize Trial,K936MO,4,DR-SR W-2,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1993,,1138,11.75,8.25,51.75,54.25,168.75,151.25,8.00,68.75,,,,,6.25,4.00,7.00,,4.25,4.00,,,,,,,,,,3.50,3.00,,,,2.75,2.75,,,2.50,,5.00,,,,,,,,,,,,,,,,,,,,
942,Drought Tolerance Maize Trial,K936MO,5,DR-SR W-3,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1993,,679,12.75,8.75,52.25,55.50,194.50,157.50,1.00,75.00,,,,,6.25,3.75,7.25,,4.75,4.25,,,,,,,,,,3.25,3.50,,,,3.00,3.00,,,3.00,,5.25,,,,,,,,,,,,,,,,,,,,
943,Drought Tolerance Maize Trial,K936MO,6,TUXPENO SEQUIA,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1993,,921,9.50,8.00,52.00,56.00,145.00,121.25,68.75,51.25,,,,,7.00,4.50,6.50,,3.50,3.50,,,,,,,,,,4.25,3.75,,,,3.00,2.50,,,24.25,,5.75,,,,,,,,,,,,,,,,,,,,
944,Drought Tolerance Maize Trial,K936MO,7,CHECK 1,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1993,,63,11.00,6.00,53.50,54.25,197.50,176.25,97.50,86.25,,,,,4.75,3.00,5.00,,3.50,2.25,,,,,,,,,,3.00,2.75,,,,2.75,2.75,,,89.00,,3.75,,,,,,,,,,,,,,,,,,,,
945,Drought Tolerance Maize Trial,K936MO,8,CHECK 2,NIGERIA,MOKWA,,5.70,9.30,Moist Savanna,1993,,824,1.50,7.00,53.75,57.00,191.25,143.75,92.50,7.00,,,,,5.75,3.50,8.00,,3.50,2.50,,,,,,,,,,3.50,3.00,,,,3.25,2.75,,,39.25,,3.00,,,,,,,,,,,,,,,,,,,,
946,Striga Open-Pollinated Late/Intermediate Maize Trial,M989SMM,1,TZ 96 STR SYN W,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,2255,,21.00,,69.50,,144.75,,62.50,,,,,,,2.75,,22.50,,1.75,,1.50,,,,,2.50,,21.25,,1.50,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,
947,Striga Open-Pollinated Late/Intermediate Maize Trial,M989SMM,2,TZ 96 STR SYN Y,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,226,,21.50,,68.25,,144.25,,52.25,,,,,,,2.75,,23.25,,0.50,,1.00,,,,,2.75,,21.25,,0.75,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,
948,Striga Open-Pollinated Late/Intermediate Maize Trial,M989SMM,3,ACR 93 TZL COMP1 W,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,2594,,21.75,,69.50,,143.25,,58.00,,,,,,,2.50,,23.50,,1.25,,1.00,,,,,2.50,,21.75,,1.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,
949,Striga Open-Pollinated Late/Intermediate Maize Trial,M989SMM,4,TZL COMP1 C4,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,2958,,21.50,,69.00,,159.25,,67.25,,,,,,,2.50,,23.50,,1.25,,1.00,,,,,2.25,,22.00,,1.00,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,
950,Striga Open-Pollinated Late/Intermediate Maize Trial,M989SMM,5,IWD STR C,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,2813,,19.75,,69.00,,143.50,,51.75,,,,,,,2.50,,21.00,,0.50,,1.25,,,,,2.50,,2.00,,1.25,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,
951,Striga Open-Pollinated Late/Intermediate Maize Trial,M989SMM,6,IWF STR C,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,3152,,22.00,,65.25,,139.25,,62.75,,,,,,,2.00,,22.50,,1.25,,1.00,,,,,2.00,,22.00,,1.75,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,
952,Striga Open-Pollinated Late/Intermediate Maize Trial,M989SMM,7,EV IWD STR,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,2788,,2.50,,68.25,,149.50,,56.00,,,,,,,2.25,,21.25,,1.75,,1.25,,,,,2.00,,2.50,,1.00,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,
953,Striga Open-Pollinated Late/Intermediate Maize Trial,M989SMM,8,EV IWF STR,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,2691,,21.00,,67.50,,134.75,,51.75,,,,,,,2.25,,23.00,,1.50,,1.00,,,,,2.00,,21.00,,1.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,
954,Striga Open-Pollinated Late/Intermediate Maize Trial,M989SMM,9,TZB-SR (SUSCEPTIBLE),NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,2425,,19.50,,69.00,,15.00,,75.25,,,,,,,2.50,,19.50,,1.00,,2.25,,,,,2.50,,19.25,,1.25,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,,
955,Striga Open-Pollinated Late/Intermediate Maize Trial,M989SMM,1,8338-1 (SUSCEPTIBLE),NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,3128,,21.50,,69.00,,159.75,,59.75,,,,,,,1.75,,22.75,,0.50,,1.00,,,,,1.75,,21.25,,1.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,
956,Striga Open-Pollinated Late/Intermediate Maize Trial,M989SMM,11,922-13 (SUSCEPTIBLE),NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,1794,,19.25,,69.00,,13.50,,52.25,,,,,,,3.25,,19.00,,1.75,,1.25,,,,,3.25,,18.25,,0.75,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,
957,Striga Open-Pollinated Late/Intermediate Maize Trial,M989SMM,12,CHECK,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,2788,,2.50,,69.00,,138.75,,59.25,,,,,,,2.43,,22.25,,2.18,,2.00,,,,,2.50,,2.50,,1.50,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,
958,Striga Open Pollinated Early Maize Trial,M981SMM,1,ACR 94 TZE COMP5 W,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,3467,,,,66.00,,153.50,,77.50,,,,,,,2.50,,31.75,,0.50,,1.00,,,,,2.50,,31.75,,3.75,,,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,
959,Striga Open Pollinated Early Maize Trial,M981SMM,2,ACR 94 TZE COMP5 Y,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,2594,,,,62.75,,152.00,,73.50,,,,,,,2.50,,27.00,,,,2.50,,,,,2.25,,26.75,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Striga Open Pollinated Early Maize Trial,M981SMM,3,TZE COMP5 C5,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,2473,,,,67.00,,152.50,,71.50,,,,,,,3.00,,24.75,,0.25,,1.50,,,,,3.00,,24.75,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Striga Open Pollinated Early Maize Trial,M981SMM,4,ACR 94 POOL 16 DT STR,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,2449,,,,68.00,,158.50,,79.50,,,,,,,2.80,,2.75,,0.65,,2.45,,,,,2.78,,2.50,,2.00,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
962,Striga Open Pollinated Early Maize Trial,M981SMM,5,TZE COMP3 C2 (SUSCEPTIBLE),NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,1988,,,,64.25,,14.75,,71.00,,,,,,,3.50,,22.00,,0.25,,2.75,,,,,3.50,,22.00,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Striga Open Pollinated Early Maize Trial,M981SMM,6,TZE COMP4 C2 (SUSCEPTIBLE),NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,2716,,,,65.50,,152.50,,81.50,,,,,,,2.00,,24.75,,0.25,,2.00,,,,,2.00,,24.75,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Striga Open Pollinated Early Maize Trial,M981SMM,7,CHECK,NIGERIA,SAMARU,,7.38,11.11,Moist Savanna,1998,2522,,,,66.50,,157.25,,72.25,,,,,,,3.00,,27.75,,0.25,,2.25,,,,,3.00,,27.50,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Striga Open-Pollinated Late/Intermediate Maize Trial,M991KOM,1,TZ 95 STR SYN W,NIGERIA,KANO,,8.53,12.50,Dry Savanna,1999,33,,19.00,,67.00,,125.40,,38.90,,,,,,,2.00,,12.00,,,,3.00,,,,,5.00,,13.00,,3.00,,,,,6.00,,,,,,,,,,,,,,,,,,,,,,,,,
966,Striga Open-Pollinated Late/Intermediate Maize Trial,M991KOM,2,TZ 95 STR SYN Y,NIGERIA,KANO,,8.53,12.50,Dry Savanna,1999,56,,2.00,,68.00,,12.20,,35.40,,,,,,,3.00,,14.00,,,,2.00,,,,,4.00,,15.00,,2.00,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,
967,Striga Open-Pollinated Late/Intermediate Maize Trial,M991KOM,3,ACR 93 TZL COMP1 W,NIGERIA,KANO,,8.53,12.50,Dry Savanna,1999,25,,19.00,,73.00,,117.80,,34.30,,,,,,,2.00,,11.00,,,,1.00,,,,,4.00,,16.00,,2.00,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,
968,Striga Open-Pollinated Late/Intermediate Maize Trial,M991KOM,4,TZL COMP1 C3,NIGERIA,KANO,,8.53,12.50,Dry Savanna,1999,27,,16.00,,69.00,,149.80,,36.30,,,,,,,2.00,,13.00,,,,2.00,,,,,4.00,,16.00,,3.00,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,
969,Striga Open-Pollinated Late/Intermediate Maize Trial,M991KOM,5,IWD STR C,NIGERIA,KANO,,8.53,12.50,Dry Savanna,1999,51,,17.00,,71.00,,119.10,,31.20,,,,,,,2.00,,16.00,,,,2.00,,,,,4.00,,16.00,,2.00,,,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,
970,Striga Open-Pollinated Late/Intermediate Maize Trial,M991KOM,6,IWF STR C,NIGERIA,KANO,,8.53,12.50,Dry Savanna,1999,45,,19.00,,66.00,,124.80,,34.80,,,,,,,2.00,,21.00,,,,2.00,,,,,4.00,,17.00,,2.00,,,,,6.00,,,,,,,,,,,,,,,,,,,,,,,,,
